date,portal,insurer,mean,median,std,p10,p90,min_price,max_price,n_obs,cv
2025-08-20,Santander,Sura,20644.38,20646.0,2.69,20640.0,20646.0,20640.0,20646.0,48,0.013
2025-08-20,Santander,ZURICH,32903.5,32906.0,4.38,32896.0,32906.0,32896.0,32906.0,44,0.0133
2025-08-20,Santander,Zenit,32603.39,32606.0,4.44,32596.0,32606.0,32596.0,32606.0,46,0.0136
2025-08-21,Falabella,Bci,35634.29,35637.0,4.49,35627.0,35637.0,35627.0,35637.0,48,0.0126
2025-08-21,Falabella,Cardif,21080.9,21107.0,74.09,21030.5,21107.0,20866.0,21107.0,48,0.3515
2025-08-21,Falabella,Consorcio,22615.34,22617.0,2.71,22611.0,22617.0,22611.0,22617.0,47,0.012
2025-08-21,Falabella,Fid,29420.59,27057.0,3152.62,27049.0,33830.5,27049.0,34479.0,46,10.7157
2025-08-21,Falabella,Hdi,30470.56,30473.0,4.04,30464.0,30473.0,30464.0,30473.0,48,0.0133
2025-08-21,Falabella,Sura,27917.04,27135.0,1902.12,27127.0,31366.5,26605.0,34341.0,46,6.8135
2025-08-21,Falabella,Zurich,25798.1,25800.0,3.14,25793.0,25800.0,25793.0,25800.0,48,0.0122
2025-08-21,Santander,Consorcio,41244.94,41248.0,5.29,41236.0,41248.0,41236.0,41248.0,47,0.0128
2025-08-21,Santander,Fid,47431.66,43734.0,5009.14,43722.0,54260.8,43722.0,56349.0,47,10.5608
2025-08-21,Santander,Hdi,38581.82,38585.0,5.04,38574.0,38585.0,38574.0,38585.0,45,0.0131
2025-08-21,Santander,Mapfre,37948.02,37951.0,4.94,37940.0,37951.0,37940.0,37951.0,48,0.013
2025-08-21,Santander,Sura,20650.38,20652.0,2.69,20646.0,20652.0,20646.0,20652.0,48,0.013
2025-08-21,Santander,ZURICH,32912.65,32915.0,4.0,32906.0,32915.0,32906.0,32915.0,46,0.0122
2025-08-21,Santander,Zenit,32612.6,32615.0,4.02,32606.0,32615.0,32606.0,32615.0,45,0.0123
2025-08-22,Falabella,Bci,35644.29,35647.0,4.49,35637.0,35647.0,35637.0,35647.0,48,0.0126
2025-08-22,Falabella,Cardif,23082.04,23313.0,680.62,22646.3,23313.0,21107.0,23313.0,48,2.9487
2025-08-22,Falabella,Consorcio,22622.21,22624.0,3.09,22617.0,22624.0,22617.0,22624.0,43,0.0137
2025-08-22,Falabella,Fid,29429.19,27064.0,3200.86,27057.0,34023.0,27057.0,34489.0,47,10.8765
2025-08-22,Falabella,Hdi,30479.56,30482.0,4.04,30473.0,30482.0,30473.0,30482.0,48,0.0133
2025-08-22,Falabella,Sura,27512.79,26613.0,2033.45,26605.0,30827.7,26605.0,34410.0,42,7.3909
2025-08-22,Falabella,Zurich,25805.06,25807.0,3.17,25800.0,25807.0,25800.0,25807.0,47,0.0123
2025-08-22,Santander,Consorcio,41256.25,41259.0,4.82,41248.0,41259.0,41248.0,41259.0,44,0.0117
2025-08-22,Santander,Fid,47394.35,43747.0,5084.52,43734.0,54643.0,43734.0,56133.0,46,10.7281
2025-08-22,Santander,Hdi,38592.89,38596.0,5.01,38585.0,38596.0,38585.0,38596.0,46,0.013
2025-08-22,Santander,Mapfre,37959.25,37962.0,4.82,37951.0,37962.0,37951.0,37962.0,44,0.0127
2025-08-22,Santander,Sura,20656.38,20658.0,2.69,20652.0,20658.0,20652.0,20658.0,48,0.013
2025-08-22,Santander,ZURICH,32922.45,32925.0,4.41,32915.0,32925.0,32915.0,32925.0,47,0.0134
2025-08-22,Santander,Zenit,32622.45,32625.0,4.41,32615.0,32625.0,32615.0,32625.0,47,0.0135
2025-08-23,Falabella,Bci,35654.96,35658.0,4.97,35647.0,35658.0,35647.0,35658.0,47,0.0139
2025-08-23,Falabella,Cardif,23318.02,23320.0,3.19,23313.0,23320.0,23313.0,23320.0,46,0.0137
2025-08-23,Falabella,Consorcio,22628.38,22630.0,2.69,22624.0,22630.0,22624.0,22630.0,48,0.0119
2025-08-23,Falabella,Fid,29323.54,27072.0,3151.0,27064.0,33958.5,27064.0,34793.0,46,10.7456
2025-08-23,Falabella,Hdi,30488.56,30491.0,4.04,30482.0,30491.0,30482.0,30491.0,48,0.0133
2025-08-23,Falabella,Sura,26900.65,26620.0,1041.43,26613.0,26663.3,26613.0,31335.0,40,3.8714
2025-08-23,Falabella,Zurich,25812.83,25815.0,3.59,25807.0,25815.0,25807.0,25815.0,48,0.0139
2025-08-23,Santander,Consorcio,41267.68,41271.0,5.43,41259.0,41271.0,41259.0,41271.0,47,0.0132
2025-08-23,Santander,Fid,47307.13,43759.0,5219.26,43747.0,55738.0,43747.0,56246.0,46,11.0327
2025-08-23,Santander,Hdi,38605.55,38608.0,4.9,38596.0,38608.0,38596.0,38608.0,44,0.0127
2025-08-23,Santander,Mapfre,37970.02,37973.0,4.94,37962.0,37973.0,37962.0,37973.0,48,0.013
2025-08-23,Santander,Sura,20662.38,20664.0,2.69,20658.0,20664.0,20658.0,20664.0,48,0.013
2025-08-23,Santander,ZURICH,32931.7,32934.0,3.97,32925.0,32934.0,32925.0,32934.0,47,0.0121
2025-08-23,Santander,Zenit,32631.56,32634.0,4.04,32625.0,32634.0,32625.0,32634.0,48,0.0124
2025-08-24,Falabella,Bci,35664.98,35668.0,4.65,35658.0,35668.0,35658.0,35668.0,43,0.013
2025-08-24,Falabella,Cardif,21353.54,21126.0,677.66,21120.0,21784.2,21120.0,23320.0,48,3.1735
2025-08-24,Falabella,Consorcio,25545.4,25746.0,769.5,25738.0,25746.0,22630.0,25746.0,47,3.0123
2025-08-24,Falabella,Fid,29473.46,27080.0,3187.41,27072.0,34223.5,27072.0,34508.0,46,10.8145
2025-08-24,Falabella,Hdi,30497.56,30500.0,4.04,30491.0,30500.0,30491.0,30500.0,48,0.0132
2025-08-24,Falabella,Sura,27322.38,26628.0,1487.64,26620.0,29351.8,26620.0,32995.0,47,5.4448
2025-08-24,Falabella,Zurich,25820.1,25822.0,3.14,25815.0,25822.0,25815.0,25822.0,48,0.0122
2025-08-24,Santander,Consorcio,41279.75,41283.0,5.39,41271.0,41283.0,41271.0,41283.0,48,0.0131
2025-08-24,Santander,Fid,47563.19,43772.0,5135.9,43759.0,54862.6,43759.0,56477.0,47,10.7981
2025-08-24,Santander,Hdi,38616.07,38619.0,4.92,38608.0,38619.0,38608.0,38619.0,45,0.0127
2025-08-24,Santander,Mapfre,37981.19,37984.0,4.85,37973.0,37984.0,37973.0,37984.0,47,0.0128
2025-08-24,Santander,Sura,20668.47,20670.0,2.64,20664.0,20670.0,20664.0,20670.0,47,0.0128
2025-08-24,Santander,ZURICH,32941.61,32944.0,4.31,32934.0,32944.0,32934.0,32944.0,46,0.0131
2025-08-24,Santander,Zenit,32640.7,32643.0,3.97,32634.0,32643.0,32634.0,32643.0,47,0.0122
2025-08-25,Falabella,Bci,35675.45,35678.0,4.41,35668.0,35678.0,35668.0,35678.0,47,0.0124
2025-08-25,Falabella,Cardif,23102.1,23333.0,680.98,22666.7,23333.0,21126.0,23333.0,48,2.9477
2025-08-25,Falabella,Consorcio,25751.1,25753.0,3.14,25746.0,25753.0,25746.0,25753.0,48,0.0122
2025-08-25,Falabella,Fid,29366.38,27088.0,3228.97,27080.0,33799.2,27068.0,34971.0,47,10.9955
2025-08-25,Falabella,Hdi,30505.83,30508.0,3.59,30500.0,30508.0,30500.0,30508.0,48,0.0118
2025-08-25,Falabella,Sura,27400.25,26636.0,1742.02,26628.0,29928.6,26628.0,33359.0,44,6.3577
2025-08-25,Falabella,Zurich,25827.83,25830.0,3.59,25822.0,25830.0,25822.0,25830.0,48,0.0139
2025-08-25,Santander,Consorcio,41291.87,41295.0,5.33,41283.0,41295.0,41283.0,41295.0,46,0.0129
2025-08-25,Santander,Fid,47538.98,43785.0,5076.72,43772.0,54589.6,43772.0,56023.0,47,10.6791
2025-08-25,Santander,Hdi,38627.07,38630.0,4.92,38619.0,38630.0,38619.0,38630.0,45,0.0127
2025-08-25,Santander,Mapfre,37992.19,37995.0,4.85,37984.0,37995.0,37984.0,37995.0,47,0.0128
2025-08-25,Santander,Sura,20674.38,20676.0,2.69,20670.0,20676.0,20670.0,20676.0,48,0.013
2025-08-25,Santander,ZURICH,32950.51,32953.0,4.07,32944.0,32953.0,32944.0,32953.0,47,0.0124
2025-08-25,Santander,Zenit,32650.29,32653.0,4.49,32643.0,32653.0,32643.0,32653.0,48,0.0138
2025-08-26,Falabella,Bci,31024.68,29740.0,3376.46,29740.0,35678.0,29732.0,48586.0,47,10.8831
2025-08-26,Falabella,Cardif,20223.43,19450.0,1613.09,19450.0,23333.0,19444.0,24047.0,47,7.9763
2025-08-26,Falabella,Consorcio,22709.04,21467.0,3078.06,21467.0,25753.0,21461.0,35045.0,46,13.5543
2025-08-26,Falabella,Fid,27452.07,28267.0,4814.02,23563.0,29879.5,23556.0,45998.0,46,17.5361
2025-08-26,Falabella,Hdi,23748.6,22236.0,3859.1,22236.0,26675.0,22229.0,39183.0,48,16.2498
2025-08-26,Falabella,Sura,24636.61,22973.0,3826.7,22197.0,27643.0,22197.0,37086.0,31,15.5326
2025-08-26,Falabella,Zurich,23486.8,22449.0,3052.94,22449.0,25830.0,21525.0,36333.0,46,12.9985
2025-08-26,Santander,Consorcio,41303.75,41307.0,5.39,41295.0,41307.0,41295.0,41307.0,48,0.013
2025-08-26,Santander,Fid,48531.09,44654.0,5289.82,44641.0,55978.8,43785.0,57094.0,47,10.8999
2025-08-26,Santander,Hdi,36805.55,36764.0,288.43,36753.0,36764.0,36753.0,38630.0,42,0.7837
2025-08-26,Santander,Mapfre,38003.02,38006.0,4.94,37995.0,38006.0,37995.0,38006.0,48,0.013
2025-08-26,Santander,Sura,20680.38,20682.0,2.69,20676.0,20682.0,20676.0,20682.0,48,0.013
2025-08-26,Santander,ZURICH,34412.29,34415.0,4.49,34405.0,34415.0,34405.0,34415.0,48,0.013
2025-08-26,Santander,Zenit,32659.56,32662.0,4.04,32653.0,32662.0,32653.0,32662.0,48,0.0124
2025-08-27,Falabella,Bci,34810.43,35699.0,2144.04,29740.0,35699.0,29740.0,35699.0,47,6.1592
2025-08-27,Falabella,Cardif,20819.75,21144.0,853.15,19450.0,21144.0,17615.0,21144.0,48,4.0978
2025-08-27,Falabella,Consorcio,25075.06,25768.0,1571.88,21467.0,25768.0,21467.0,25768.0,48,6.2687
2025-08-27,Falabella,Fid,29880.96,28284.0,4098.39,23563.0,35510.2,23563.0,35974.0,47,13.7157
2025-08-27,Falabella,Hdi,26040.31,26691.0,1588.57,22236.0,26691.0,22236.0,26691.0,48,6.1004
2025-08-27,Falabella,Sura,27026.67,26651.0,2624.21,23091.2,30262.4,22203.0,34401.0,43,9.7097
2025-08-27,Falabella,Zurich,26289.19,26946.0,1603.55,22449.0,26946.0,22449.0,26946.0,48,6.0997
2025-08-27,Santander,Consorcio,41315.75,41319.0,5.39,41307.0,41319.0,41307.0,41319.0,48,0.013
2025-08-27,Santander,Fid,48450.22,44667.0,5279.5,44654.0,56270.5,44654.0,56917.0,46,10.8968
2025-08-27,Santander,Hdi,36771.29,36774.0,4.49,36764.0,36774.0,36764.0,36774.0,48,0.0122
2025-08-27,Santander,Mapfre,38014.02,38017.0,4.94,38006.0,38017.0,38006.0,38017.0,48,0.013
2025-08-27,Santander,Sura,21016.81,20688.0,836.69,20682.0,23071.0,20682.0,23071.0,36,3.9811
2025-08-27,Santander,ZURICH,34422.23,34425.0,4.52,34415.0,34425.0,34415.0,34425.0,47,0.0131
2025-08-27,Santander,Zenit,32669.29,32672.0,4.49,32662.0,32672.0,32662.0,32672.0,48,0.0137
2025-08-28,Falabella,Bci,35706.29,35709.0,4.49,35699.0,35709.0,35699.0,35709.0,48,0.0126
2025-08-28,Falabella,Cardif,20980.25,21150.0,330.37,20343.0,21150.0,20343.0,21150.0,48,1.5747
2025-08-28,Falabella,Consorcio,22661.06,22663.0,3.17,22656.0,22663.0,22656.0,22663.0,47,0.014
2025-08-28,Falabella,Fid,30800.51,28292.0,3448.48,28284.0,35969.0,28284.0,36358.0,45,11.1962
2025-08-28,Falabella,Hdi,26696.1,26698.0,3.14,26691.0,26698.0,26691.0,26698.0,48,0.0118
2025-08-28,Falabella,Sura,27736.34,26659.0,2160.4,26651.0,31687.6,26651.0,34273.0,47,7.7891
2025-08-28,Falabella,Zurich,27477.57,26954.0,2521.47,26946.0,26954.0,26946.0,39310.0,47,9.1765
2025-08-28,Santander,Consorcio,41327.75,41331.0,5.39,41319.0,41331.0,41319.0,41331.0,48,0.013
2025-08-28,Santander,Fid,48742.75,44680.0,5475.13,44667.0,56598.0,44667.0,57246.0,44,11.2327
2025-08-28,Santander,Hdi,36782.19,36785.0,4.85,36774.0,36785.0,36774.0,36785.0,47,0.0132
2025-08-28,Santander,Mapfre,38025.02,38028.0,4.94,38017.0,38028.0,38017.0,38028.0,48,0.013
2025-08-28,Santander,Sura,23076.1,23078.0,3.14,23071.0,23078.0,23071.0,23078.0,48,0.0136
2025-08-28,Santander,ZURICH,34432.45,34435.0,4.41,34425.0,34435.0,34425.0,34435.0,47,0.0128
2025-08-28,Santander,Zenit,32678.51,32681.0,4.07,32672.0,32681.0,32672.0,32681.0,47,0.0125
2025-08-29,Falabella,Bci,35716.23,35719.0,4.52,35709.0,35719.0,35709.0,35719.0,47,0.0127
2025-08-29,Falabella,Cardif,20347.38,20349.0,2.69,20343.0,20349.0,20343.0,20349.0,48,0.0132
2025-08-29,Falabella,Consorcio,22999.23,22670.0,970.88,22663.0,23915.2,22663.0,25783.0,47,4.2214
2025-08-29,Falabella,Fid,30785.45,28300.0,3360.58,28292.0,35570.0,28292.0,36133.0,47,10.9161
2025-08-29,Falabella,Hdi,26703.96,26706.0,3.53,26698.0,26706.0,26698.0,26706.0,47,0.0132
2025-08-29,Falabella,Sura,28089.35,26667.0,2502.01,26659.0,32293.4,26659.0,34499.0,40,8.9073
2025-08-29,Falabella,Zurich,26959.79,26962.0,3.62,26954.0,26962.0,26954.0,26962.0,47,0.0134
2025-08-29,Santander,Consorcio,41339.75,41343.0,5.39,41331.0,41343.0,41331.0,41343.0,48,0.013
2025-08-29,Santander,Fid,48926.93,44693.0,5441.47,44680.0,56511.3,44680.0,57024.0,44,11.1216
2025-08-29,Santander,Hdi,36792.33,36795.0,4.47,36785.0,36795.0,36785.0,36795.0,45,0.0121
2025-08-29,Santander,Mapfre,38036.02,38039.0,4.94,38028.0,38039.0,38028.0,38039.0,48,0.013
2025-08-29,Santander,Sura,23082.38,23084.0,2.69,23078.0,23084.0,23078.0,23084.0,48,0.0117
2025-08-29,Santander,ZURICH,34442.29,34445.0,4.49,34435.0,34445.0,34435.0,34445.0,48,0.013
2025-08-29,Santander,Zenit,32688.29,32691.0,4.49,32681.0,32691.0,32681.0,32691.0,48,0.0137
2025-08-30,Falabella,Bci,35727.02,35730.0,4.94,35719.0,35730.0,35719.0,35730.0,48,0.0138
2025-08-30,Falabella,Cardif,23051.46,23367.0,931.29,22456.7,23367.0,20349.0,23367.0,48,4.04
2025-08-30,Falabella,Consorcio,22674.34,22676.0,2.71,22670.0,22676.0,22670.0,22676.0,47,0.012
2025-08-30,Falabella,Fid,31020.16,28308.0,3423.17,28300.0,35468.2,28300.0,36537.0,43,11.0353
2025-08-30,Falabella,Hdi,26711.83,26714.0,3.59,26706.0,26714.0,26706.0,26714.0,48,0.0134
2025-08-30,Falabella,Sura,27673.87,26674.0,2196.74,26667.0,31273.4,26667.0,34529.0,45,7.938
2025-08-30,Falabella,Zurich,26967.79,26970.0,3.62,26962.0,26970.0,26962.0,26970.0,47,0.0134
2025-08-30,Santander,Consorcio,41351.75,41355.0,5.39,41343.0,41355.0,41343.0,41355.0,48,0.013
2025-08-30,Santander,Fid,48503.2,44706.0,5142.06,44693.0,55560.4,44693.0,57591.0,44,10.6015
2025-08-30,Santander,Hdi,36802.89,36806.0,5.01,36795.0,36806.0,36795.0,36806.0,46,0.0136
2025-08-30,Santander,Mapfre,38047.19,38050.0,4.85,38039.0,38050.0,38039.0,38050.0,47,0.0127
2025-08-30,Santander,Sura,23089.06,23091.0,3.17,23084.0,23091.0,23084.0,23091.0,47,0.0137
2025-08-30,Santander,ZURICH,34452.45,34455.0,4.41,34445.0,34455.0,34445.0,34455.0,47,0.0128
2025-08-30,Santander,Zenit,32697.56,32700.0,4.04,32691.0,32700.0,32691.0,32700.0,48,0.0124
2025-08-31,Falabella,Bci,35730.0,35730.0,0.0,35730.0,35730.0,35730.0,35730.0,4,0.0
2025-08-31,Falabella,Cardif,23367.0,23367.0,0.0,23367.0,23367.0,23367.0,23367.0,4,0.0
2025-08-31,Falabella,Consorcio,22676.0,22676.0,0.0,22676.0,22676.0,22676.0,22676.0,4,0.0
2025-08-31,Falabella,Fid,28308.0,28308.0,0.0,28308.0,28308.0,28308.0,28308.0,3,0.0
2025-08-31,Falabella,Hdi,26714.0,26714.0,0.0,26714.0,26714.0,26714.0,26714.0,4,0.0
2025-08-31,Falabella,Sura,26674.0,26674.0,0.0,26674.0,26674.0,26674.0,26674.0,4,0.0
2025-08-31,Falabella,Zurich,26970.0,26970.0,0.0,26970.0,26970.0,26970.0,26970.0,4,0.0
2025-08-31,Santander,Consorcio,41355.0,41355.0,0.0,41355.0,41355.0,41355.0,41355.0,4,0.0
2025-08-31,Santander,Fid,44706.0,44706.0,0.0,44706.0,44706.0,44706.0,44706.0,3,0.0
2025-08-31,Santander,Hdi,36806.0,36806.0,0.0,36806.0,36806.0,36806.0,36806.0,4,0.0
2025-08-31,Santander,Mapfre,38050.0,38050.0,0.0,38050.0,38050.0,38050.0,38050.0,4,0.0
2025-08-31,Santander,Sura,23091.0,23091.0,0.0,23091.0,23091.0,23091.0,23091.0,4,0.0
2025-08-31,Santander,ZURICH,34455.0,34455.0,0.0,34455.0,34455.0,34455.0,34455.0,4,0.0
2025-08-31,Santander,Zenit,32700.0,32700.0,0.0,32700.0,32700.0,32700.0,32700.0,4,0.0
